fitness_max,fitness_min,fitness_prom,desv_std,tiempo_gen_seg,generacion,metodo
4.890438128683029e-05,4.615531354685388e-05,4.790255300958519e-05,8.928469229429333e-07,0.0005178451538085938,9,elitismo
4.890438128683029e-05,4.6847236166600084e-05,4.7839696818938366e-05,7.351553513016422e-07,0.00047516822814941406,10,elitismo
4.9401248155033316e-05,4.4761244771113114e-05,4.758819219342033e-05,1.404505601212897e-06,0.00046372413635253906,11,elitismo
4.9401248155033316e-05,4.4761244771113114e-05,4.696607144902615e-05,1.481027794076788e-06,0.0004620552062988281,12,elitismo
4.9401248155033316e-05,4.4761244771113114e-05,4.749891041743635e-05,1.4582094940893681e-06,0.0005660057067871094,13,elitismo
4.9401248155033316e-05,4.440193385182503e-05,4.771628746948291e-05,1.6194945022503085e-06,0.0005209445953369141,14,elitismo
4.9401248155033316e-05,4.440193385182503e-05,4.770626371095145e-05,1.969968453315427e-06,0.0005130767822265625,15,elitismo
4.9401248155033316e-05,4.419837192036101e-05,4.700407913001095e-05,1.8878162508383536e-06,0.0005080699920654297,16,elitismo
4.9401248155033316e-05,4.457627981973647e-05,4.754559075214351e-05,1.9445162832602886e-06,0.0004649162292480469,17,elitismo
4.9401248155033316e-05,4.569052486454282e-05,4.802908444258809e-05,1.3039465569892301e-06,0.00046181678771972656,18,elitismo
4.9401248155033316e-05,4.5664413127928956e-05,4.776864772638892e-05,1.251085472704643e-06,0.00045990943908691406,19,elitismo
4.9401248155033316e-05,4.5664413127928956e-05,4.7757742689706904e-05,1.115427406418648e-06,0.0004570484161376953,20,elitismo
